5, 13816, Note_on_c, 0, 64, 63
5, 13840, Note_on_c, 0, 64, 0
5, 13841, Note_on_c, 0, 63, 42
5, 13846, Note_on_c, 0, 60, 42
5, 13848, Note_on_c, 0, 53, 40
5, 13852, Note_on_c, 0, 56, 40
5, 13852, Note_on_c, 0, 80, 78
5, 14985, Note_on_c, 0, 53, 0
5, 15017, Note_on_c, 0, 60, 0
5, 15038, Note_on_c, 0, 56, 0
5, 15070, Note_on_c, 0, 63, 0
5, 15238, Note_on_c, 0, 80, 0
5, 15284, Note_on_c, 0, 65, 58
5, 15287, Note_on_c, 0, 73, 67
5, 15289, Note_on_c, 0, 85, 71
5, 15298, Note_on_c, 0, 60, 35
5, 15319, Note_on_c, 0, 61, 38
5, 15328, Note_on_c, 0, 65, 0
5, 15332, Note_on_c, 0, 60, 0
5, 15339, Note_on_c, 0, 73, 0
5, 15348, Note_on_c, 0, 85, 0
5, 15349, Note_on_c, 0, 61, 0
5, 15377, Note_on_c, 0, 73, 53
5, 15379, Note_on_c, 0, 61, 31
5, 15391, Note_on_c, 0, 65, 26
5, 15395, Note_on_c, 0, 60, 26
5, 15594, Control_c, 0, 64, 127
5, 16095, Note_on_c, 0, 65, 0
5, 16150, Note_on_c, 0, 60, 0
5, 16150, Note_on_c, 0, 61, 0
5, 16374, Note_on_c, 0, 73, 0
5, 16422, Note_on_c, 0, 68, 69
5, 16437, Note_on_c, 0, 65, 42
5, 16443, Note_on_c, 0, 60, 44
5, 16448, Note_on_c, 0, 61, 36
5, 16479, Control_c, 0, 64, 0
5, 16548, Control_c, 0, 64, 127
5, 16549, Note_on_c, 0, 68, 0
5, 16588, Note_on_c, 0, 60, 0
5, 16598, Note_on_c, 0, 65, 0
5, 16626, Note_on_c, 0, 73, 39
5, 16655, Note_on_c, 0, 61, 0
5, 16703, Note_on_c, 0, 73, 0
5, 16816, Note_on_c, 0, 68, 64
5, 16864, Control_c, 0, 64, 0
5, 16907, Note_on_c, 0, 62, 24
5, 16921, Note_on_c, 0, 68, 0
5, 16950, Note_on_c, 0, 59, 32
5, 16981, Note_on_c, 0, 55, 8
5, 17003, Note_on_c, 0, 67, 22
5, 17176, Note_on_c, 0, 67, 0
5, 17181, Note_on_c, 0, 62, 0
5, 17182, Note_on_c, 0, 55, 0
5, 17187, Note_on_c, 0, 59, 0
5, 17193, Note_on_c, 0, 79, 60
5, 17251, Note_on_c, 0, 79, 0
5, 17488, Control_c, 0, 64, 127
5, 17565, Control_c, 0, 64, 0
5, 17692, Note_on_c, 0, 66, 33
5, 17695, Note_on_c, 0, 55, 33
5, 17697, Note_on_c, 0, 61, 25
5, 17821, Note_on_c, 0, 55, 0
5, 17821, Note_on_c, 0, 66, 0
5, 17841, Note_on_c, 0, 61, 0
5, 18089, Control_c, 0, 64, 127
5, 18324, Note_on_c, 0, 73, 55
5, 18342, Note_on_c, 0, 63, 32
5, 18355, Note_on_c, 0, 60, 26
5, 18383, Note_on_c, 0, 58, 25
5, 18398, Note_on_c, 0, 60, 0
5, 18404, Control_c, 0, 64, 0
5, 18409, Note_on_c, 0, 63, 0
5, 18415, Note_on_c, 0, 73, 0
5, 18420, Note_on_c, 0, 58, 0
5, 18568, Note_on_c, 0, 72, 24
5, 18731, Note_on_c, 0, 72, 0
5, 19096, Note_on_c, 0, 84, 73
5, 19154, Note_on_c, 0, 84, 0
5, 19296, Note_on_c, 0, 84, 71
5, 19365, Note_on_c, 0, 84, 0
5, 19492, Note_on_c, 0, 72, 48
5, 19528, Note_on_c, 0, 72, 0
5, 19618, Note_on_c, 0, 72, 45
5, 19621, Control_c, 0, 64, 127
5, 19706, Note_on_c, 0, 72, 0
5, 19844, Note_on_c, 0, 77, 83
5, 19847, Note_on_c, 0, 63, 59
5, 19863, Note_on_c, 0, 60, 54
5, 19869, Note_on_c, 0, 56, 37
5, 19897, Control_c, 0, 64, 0
5, 19936, Note_on_c, 0, 77, 0
5, 19951, Note_on_c, 0, 63, 0
5, 19953, Note_on_c, 0, 60, 0
5, 19967, Note_on_c, 0, 56, 0
5, 20013, Note_on_c, 0, 77, 53
5, 20177, Note_on_c, 0, 77, 0
5, 20225, Note_on_c, 0, 77, 62
5, 20256, Note_on_c, 0, 77, 0
5, 20799, Control_c, 0, 64, 127
5, 21068, Control_c, 0, 64, 0
5, 21112, Note_on_c, 0, 77, 70
5, 21115, Note_on_c, 0, 65, 60
5, 21165, Note_on_c, 0, 65, 0
5, 21171, Note_on_c, 0, 77, 0
5, 21250, Note_on_c, 0, 76, 54
5, 21283, Note_on_c, 0, 76, 0
5, 21383, Note_on_c, 0, 58, 30
5, 21394, Note_on_c, 0, 77, 78
5, 21400, Note_on_c, 0, 65, 67
5, 21415, Note_on_c, 0, 58, 0
5, 21443, Note_on_c, 0, 55, 20
5, 21448, Note_on_c, 0, 57, 41
5, 21469, Note_on_c, 0, 65, 0
5, 21478, Note_on_c, 0, 77, 0
5, 21528, Note_on_c, 0, 76, 54
5, 21584, Note_on_c, 0, 60, 1
5, 21586, Note_on_c, 0, 76, 0
5, 21661, Note_on_c, 0, 77, 80
5, 21669, Note_on_c, 0, 65, 71
5, 21748, Note_on_c, 0, 65, 0
5, 21764, Note_on_c, 0, 77, 0
5, 21787, Note_on_c, 0, 76, 59
5, 21856, Note_on_c, 0, 76, 0
5, 21893, Note_on_c, 0, 60, 0
5, 21899, Control_c, 0, 64, 127
5, 21907, Note_on_c, 0, 77, 80
5, 21917, Note_on_c, 0, 57, 0
5, 21921, Note_on_c, 0, 65, 59
5, 21942, Note_on_c, 0, 55, 0
5, 21968, Control_c, 0, 64, 0
5, 21984, Control_c, 0, 64, 127
5, 21988, Note_on_c, 0, 65, 0
5, 22012, Note_on_c, 0, 77, 0
5, 22137, Note_on_c, 0, 78, 74
5, 22141, Note_on_c, 0, 66, 77
5, 22147, Control_c, 0, 64, 0
5, 22160, Note_on_c, 0, 64, 49
5, 22167, Note_on_c, 0, 59, 41
5, 22171, Note_on_c, 0, 53, 32
5, 22202, Note_on_c, 0, 66, 0
5, 22212, Note_on_c, 0, 78, 0
5, 22298, Note_on_c, 0, 78, 37
5, 22301, Note_on_c, 0, 66, 65
5, 22337, Note_on_c, 0, 79, 36
5, 22389, Note_on_c, 0, 66, 0
5, 22391, Note_on_c, 0, 78, 0
5, 22394, Note_on_c, 0, 67, 61
5, 22423, Note_on_c, 0, 67, 0
5, 22449, Note_on_c, 0, 79, 0
5, 22462, Control_c, 0, 64, 127
5, 22475, Note_on_c, 0, 53, 0
5, 22524, Note_on_c, 0, 64, 0
5, 22583, Note_on_c, 0, 59, 0
5, 22593, Control_c, 0, 64, 0
5, 22650, Note_on_c, 0, 82, 70
5, 22660, Note_on_c, 0, 70, 71
5, 22672, Note_on_c, 0, 63, 52
5, 22678, Note_on_c, 0, 59, 37
5, 22680, Note_on_c, 0, 53, 44
5, 22686, Note_on_c, 0, 56, 35
5, 22716, Note_on_c, 0, 83, 66
5, 22759, Note_on_c, 0, 70, 0
5, 22770, Control_c, 0, 64, 127
5, 22779, Note_on_c, 0, 71, 40
5, 22796, Note_on_c, 0, 82, 0
5, 22811, Note_on_c, 0, 83, 0
5, 22852, Note_on_c, 0, 71, 0
5, 22886, Note_on_c, 0, 53, 0
5, 22916, Note_on_c, 0, 63, 0
5, 22951, Note_on_c, 0, 56, 0
5, 22967, Note_on_c, 0, 59, 0
5, 23024, Control_c, 0, 64, 0
5, 23046, Note_on_c, 0, 67, 49
5, 23048, Note_on_c, 0, 79, 51
5, 23054, Note_on_c, 0, 73, 44
5, 23057, Note_on_c, 0, 62, 37
5, 23067, Note_on_c, 0, 55, 37
5, 23069, Note_on_c, 0, 59, 17
5, 23081, Note_on_c, 0, 52, 34
5, 23082, Note_on_c, 0, 73, 0
5, 23114, Note_on_c, 0, 74, 22
5, 23163, Note_on_c, 0, 67, 0
5, 23190, Note_on_c, 0, 79, 0
5, 23206, Note_on_c, 0, 74, 0
5, 23386, Control_c, 0, 64, 127
5, 23455, Control_c, 0, 64, 0
5, 23455, Control_c, 0, 64, 127
5, 23510, Note_on_c, 0, 59, 0
5, 23554, Note_on_c, 0, 62, 0
5, 23732, Note_on_c, 0, 55, 0
5, 23821, Note_on_c, 0, 59, 46
5, 23833, Control_c, 0, 64, 0
5, 23914, Note_on_c, 0, 59, 0
5, 23927, Note_on_c, 0, 52, 0
5, 23931, Note_on_c, 0, 60, 60
5, 24031, Note_on_c, 0, 60, 0
5, 24044, Note_on_c, 0, 64, 53
5, 24143, Note_on_c, 0, 67, 60
5, 24157, Note_on_c, 0, 64, 0
5, 24202, Note_on_c, 0, 67, 0
5, 24231, Note_on_c, 0, 63, 64
5, 24314, Note_on_c, 0, 64, 66
5, 24351, Note_on_c, 0, 63, 0
5, 24426, Note_on_c, 0, 68, 52
5, 24438, Note_on_c, 0, 64, 0
5, 24526, Note_on_c, 0, 71, 62
5, 24541, Note_on_c, 0, 68, 0
5, 24572, Note_on_c, 0, 63, 34
5, 24587, Note_on_c, 0, 53, 40
5, 24598, Note_on_c, 0, 71, 0
5, 24606, Note_on_c, 0, 58, 33
5, 24643, Note_on_c, 0, 67, 46
5, 24719, Note_on_c, 0, 68, 59
5, 24738, Note_on_c, 0, 53, 0
5, 24749, Note_on_c, 0, 67, 0
5, 24779, Control_c, 0, 64, 127
5, 24831, Note_on_c, 0, 72, 54
5, 24836, Note_on_c, 0, 68, 0
5, 24881, Note_on_c, 0, 58, 0
5, 24883, Note_on_c, 0, 63, 0
5, 24922, Note_on_c, 0, 75, 67
5, 24925, Control_c, 0, 64, 0
5, 24927, Note_on_c, 0, 72, 0
5, 24978, Note_on_c, 0, 64, 42
5, 24991, Note_on_c, 0, 59, 43
5, 25002, Note_on_c, 0, 75, 0
5, 25002, Note_on_c, 0, 54, 30
5, 25015, Note_on_c, 0, 71, 64
5, 25132, Note_on_c, 0, 71, 0
5, 25135, Note_on_c, 0, 72, 64
5, 25149, Control_c, 0, 64, 127
5, 25183, Note_on_c, 0, 54, 0
5, 25186, Note_on_c, 0, 59, 0
5, 25226, Note_on_c, 0, 76, 61
5, 25237, Note_on_c, 0, 72, 0
5, 25262, Note_on_c, 0, 64, 0
5, 25303, Control_c, 0, 64, 0
5, 25312, Note_on_c, 0, 79, 71
5, 25332, Note_on_c, 0, 76, 0
5, 25363, Note_on_c, 0, 55, 41
5, 25369, Note_on_c, 0, 79, 0
5, 25369, Note_on_c, 0, 60, 42
5, 25373, Note_on_c, 0, 65, 45
5, 25412, Note_on_c, 0, 75, 55
5, 25434, Control_c, 0, 64, 127
5, 25449, Note_on_c, 0, 60, 0
5, 25462, Note_on_c, 0, 55, 0
5, 25503, Note_on_c, 0, 75, 0
5, 25507, Note_on_c, 0, 76, 32
5, 25568, Note_on_c, 0, 80, 48
5, 25587, Note_on_c, 0, 76, 0
5, 25615, Note_on_c, 0, 65, 0
5, 25676, Note_on_c, 0, 83, 63
5, 25704, Note_on_c, 0, 80, 0
5, 25727, Control_c, 0, 64, 0
5, 25742, Note_on_c, 0, 83, 0
5, 25753, Note_on_c, 0, 65, 37
5, 25763, Note_on_c, 0, 62, 30
5, 25766, Note_on_c, 0, 56, 28
5, 25788, Note_on_c, 0, 79, 55
5, 25803, Note_on_c, 0, 62, 0
5, 25831, Note_on_c, 0, 56, 0
5, 25834, Control_c, 0, 64, 127
5, 25839, Note_on_c, 0, 80, 46
5, 25870, Note_on_c, 0, 79, 0
5, 25911, Note_on_c, 0, 65, 0
5, 26008, Note_on_c, 0, 80, 0
5, 26027, Note_on_c, 0, 83, 54
5, 26097, Note_on_c, 0, 83, 0
5, 26117, Note_on_c, 0, 86, 76
5, 26167, Note_on_c, 0, 86, 0
5, 26189, Control_c, 0, 64, 0
5, 26191, Note_on_c, 0, 63, 30
5, 26197, Note_on_c, 0, 67, 38
5, 26203, Note_on_c, 0, 62, 47
5, 26216, Note_on_c, 0, 58, 38
5, 26245, Note_on_c, 0, 87, 74
5, 27239, Note_on_c, 0, 87, 0
5, 27271, Note_on_c, 0, 86, 62
5, 27303, Note_on_c, 0, 62, 0
5, 27357, Note_on_c, 0, 67, 0
5, 27392, Note_on_c, 0, 87, 80
5, 27404, Note_on_c, 0, 86, 0
5, 27410, Note_on_c, 0, 58, 0
5, 27472, Note_on_c, 0, 87, 0
5, 27484, Note_on_c, 0, 63, 0
5, 27631, Note_on_c, 0, 92, 73
5, 27633, Note_on_c, 0, 80, 71
5, 27668, Note_on_c, 0, 67, 49
5, 27676, Note_on_c, 0, 63, 31
5, 27685, Note_on_c, 0, 56, 36
5, 27690, Note_on_c, 0, 60, 40
5, 28020, Control_c, 0, 64, 127
5, 28419, Note_on_c, 0, 92, 0
5, 28449, Note_on_c, 0, 80, 0
5, 28781, Note_on_c, 0, 56, 0
5, 28782, Note_on_c, 0, 60, 0
5, 28783, Note_on_c, 0, 67, 0
5, 28822, Note_on_c, 0, 87, 81
5, 28825, Note_on_c, 0, 75, 80
5, 28893, Note_on_c, 0, 63, 0
5, 28928, Note_on_c, 0, 87, 0
5, 28968, Note_on_c, 0, 75, 0
5, 29185, Control_c, 0, 64, 0
5, 29210, Note_on_c, 0, 86, 77
5, 29213, Note_on_c, 0, 74, 82
5, 29215, Note_on_c, 0, 66, 58
5, 29215, Note_on_c, 0, 80, 67
5, 29217, Note_on_c, 0, 62, 50
5, 29220, Note_on_c, 0, 57, 53
5, 29312, Note_on_c, 0, 80, 0
5, 29325, Note_on_c, 0, 81, 36
5, 29398, Note_on_c, 0, 74, 0
5, 29401, Note_on_c, 0, 57, 0
5, 29412, Note_on_c, 0, 86, 0
5, 29424, Note_on_c, 0, 81, 0
5, 29430, Note_on_c, 0, 62, 0
5, 29432, Note_on_c, 0, 66, 0
5, 29605, Note_on_c, 0, 80, 64
5, 29606, Note_on_c, 0, 66, 57
5, 29607, Note_on_c, 0, 86, 76
5, 29609, Note_on_c, 0, 74, 74
5, 29613, Note_on_c, 0, 57, 58
5, 29619, Note_on_c, 0, 62, 41
5, 29710, Note_on_c, 0, 80, 0
5, 29722, Note_on_c, 0, 81, 35
5, 29778, Control_c, 0, 64, 127
5, 29845, Note_on_c, 0, 57, 0
5, 29845, Note_on_c, 0, 74, 0
5, 29852, Note_on_c, 0, 86, 0
5, 29858, Note_on_c, 0, 66, 0
5, 29859, Note_on_c, 0, 81, 0
5, 29868, Note_on_c, 0, 62, 0
5, 29886, Control_c, 0, 64, 0
5, 29994, Note_on_c, 0, 66, 46
5, 29997, Note_on_c, 0, 56, 46
5, 29997, Note_on_c, 0, 86, 59
5, 30000, Note_on_c, 0, 74, 50
5, 30003, Note_on_c, 0, 80, 45
5, 30007, Note_on_c, 0, 62, 43
5, 30055, Control_c, 0, 64, 127
5, 30370, Note_on_c, 0, 62, 0
5, 30386, Note_on_c, 0, 66, 0
5, 30447, Note_on_c, 0, 56, 0
5, 30496, Note_on_c, 0, 74, 0
5, 30512, Note_on_c, 0, 86, 0
5, 30513, Note_on_c, 0, 80, 0
5, 30632, Control_c, 0, 64, 0
5, 30635, Note_on_c, 0, 65, 34
5, 30642, Note_on_c, 0, 55, 29
5, 30643, Note_on_c, 0, 86, 46
5, 30648, Note_on_c, 0, 79, 53
5, 30648, Note_on_c, 0, 62, 24
5, 30649, Note_on_c, 0, 74, 39
5, 30650, Note_on_c, 0, 60, 32
5, 30711, Note_on_c, 0, 74, 0
5, 30714, Note_on_c, 0, 60, 0
5, 30718, Note_on_c, 0, 65, 0
5, 30719, Note_on_c, 0, 79, 0
5, 30722, Note_on_c, 0, 62, 0
5, 30734, Note_on_c, 0, 55, 0
5, 30747, Note_on_c, 0, 86, 0
5, 31000, Note_on_c, 0, 65, 66
5, 31000, Note_on_c, 0, 91, 79
5, 31005, Note_on_c, 0, 62, 51
5, 31006, Note_on_c, 0, 55, 60
5, 31008, Note_on_c, 0, 79, 69
5, 31009, Note_on_c, 0, 60, 55
5, 31011, Note_on_c, 0, 86, 73
5, 31058, Note_on_c, 0, 79, 0
5, 31065, Note_on_c, 0, 65, 0
5, 31078, Note_on_c, 0, 91, 0
5, 31078, Note_on_c, 0, 62, 0
5, 31079, Note_on_c, 0, 60, 0
5, 31089, Note_on_c, 0, 86, 0
5, 31089, Note_on_c, 0, 55, 0
5, 31133, Note_on_c, 0, 65, 54
5, 31146, Note_on_c, 0, 62, 60
5, 31148, Note_on_c, 0, 55, 32
5, 31151, Note_on_c, 0, 60, 62
5, 31155, Note_on_c, 0, 86, 55
5, 31183, Note_on_c, 0, 86, 0
5, 31209, Note_on_c, 0, 65, 0
5, 31224, Note_on_c, 0, 62, 0
5, 31224, Note_on_c, 0, 60, 0
5, 31229, Note_on_c, 0, 55, 0
5, 31272, Note_on_c, 0, 55, 24
5, 31274, Note_on_c, 0, 65, 69
5, 31276, Note_on_c, 0, 91, 68
5, 31277, Note_on_c, 0, 79, 68
5, 31280, Note_on_c, 0, 62, 44
5, 31286, Note_on_c, 0, 60, 49
5, 31286, Note_on_c, 0, 86, 68
5, 31312, Note_on_c, 0, 86, 0
5, 31328, Note_on_c, 0, 79, 0
5, 31335, Note_on_c, 0, 91, 0
